title,url,price,cash_back,points,total,indicator
Grebarley Winter Cycling Gloves Bike Gloves Bicycle Gloves Biking Gloves Warm Touch Screen Waterproof Windproof Outdoor Sports Running Gloves for Men Women Driving Riding Hiking,https://www.cashbackbase.com/offer/Grebarley-Cycling-Bicycle-Waterproof-Windproof/10502,19.99,17.99,360.0,2.0,720.0
"Grebarley Darts,Darts Plastic Tips,Soft Tip Darts Set,12 Pcs 18 Gram with 50 Extra Dart Tips,9 Flights, 6 shafts,Tool Kit for Electronic Dart Board",https://www.cashbackbase.com/offer/Grebarley-Plastic-Flights-shafts-Electronic/10498,19.99,17.99,360.0,2.0,720.0
LLmansha Stainless Steel Cremation Jewelry for Ashes Cross Urn Pendant Necklace Memorial Keepsake Jewelry Urn,https://www.cashbackbase.com/offer/LLmansha-Stainless-Cremation-Necklace-Memorial/10244,14.99,11.99,240.0,3.0,720.0
"128GB Photo Stick Wansenda OTG Micro USB Flash Drive for PC/Tablet/Mac/Micro Port Android Phone Samsung Galaxy S7/S6/S5/S4/S3, Note5/4/3/2, A7/A8/A9,C5/C7 (Black)",https://www.cashbackbase.com/offer/Wansenda-Flash-Android-Devices-Tablet/6586,14.99,11.99,240.0,3.0,720.0
FOOZOUP Teal Throw Pillow Covers 18X18 in Decorative Pillow Cushion Cases for Bed Couch Living Room Set of 2,https://www.cashbackbase.com/offer/FOOZOUP-Pillow-Covers-Decorative-Cushion/10289,16.99,14.39,288.0,2.599999999999998,748.7999999999994
"DAIXI Rifle and Shot Gun Hunting Sling,Comfort Stretch Rifle Sling with Swivels with Length Adjuster Traditional Sling for Outdoors",https://www.cashbackbase.com/offer/DAIXI-Hunting-Adjuster-Traditional-Outdoors/7048,15.99,12.99,260.0,3.0,780.0
"Twin Size Waterproof Mattress Protector Pad Bed Mattress Cover for Moving 100% Breathable Cooling Cotton Terry, Deep Pocket Fit 4""-17"", Stain Release 3M Scotchgard",https://www.cashbackbase.com/offer/MP2-Waterproof-Mattress-Protector-Scotchgard/8818,20.99,18.89,378.0,2.099999999999998,793.7999999999992
"USB C Charger, Mangotek 18W Type C PD Fast Charger Adapter Power Delivery USB C Wall Charger for iPhone 11/11 Pro/11 Pro Max/XR/XS/X/iPad Pro, Samsung S20 A80 Huawei P30 P20 Galaxy S10 and More",https://www.cashbackbase.com/offer/Charger-Mangotek-Adapter-Delivery-Samsung/7984,13.99,10.0,200.0,3.99,798.0
"OTG USB Flash Drive Miniseas Micro-Port Memory Stick for Android Phones,USB 2.0 Pen Drive Jump Drive for Tablets, Thumb Drive Pendrive for Android Devices/PC/Tablet/Mac (32GB, Red)",https://www.cashbackbase.com/offer/Miniseas-Micro-Port-Android-Tablets-Pendrive/5521,8.99,7.99,799.0,1.0,799.0
"OTG USB Flash Drive Miniseas Micro-Port Memory Stick for Android Phones,USB 2.0 Pen Drive Jump Drive for Tablets, Thumb Drive Pendrive for Android Devices/PC/Tablet/Mac (64GB, Red)",https://www.cashbackbase.com/offer/Miniseas-Micro-Port-Android-Tablets-Pendrive/5898,12.99,7.99,160.0,5.0,800.0
"Band Compatible with Apple Watch Band 38mm 42mm Stainless Steel Wristband Metal Buckle Clasp Strap Replacement Bracelet for iWatch Series 5/4/3/2/1 40mm 44mm (Black, 42MM-44MM)",https://www.cashbackbase.com/offer/Miniseas-Compatible-Stainless-Wristband-Replacement/6452,16.99,13.99,280.0,2.9999999999999982,839.9999999999995
lttcbro Full Body Suit Spandex Unisex Adult Zentai Suit,https://www.cashbackbase.com/offer/lttcbro-Lycra-Spandex-Unisex-Zentai/10391,22.99,20.69,414.0,2.299999999999997,952.1999999999988
"USB Bedside Table Lamp, Comzler Modern Nightstand Lamp with USB Port to Recharge Your Devices,LED Bulb Included,Fabric Shade,Ambient Light Bedside Desk Lamp for Bedroom",https://www.cashbackbase.com/offer/Bedside-Comzler-Nightstand-Recharge-Included/9555,22.99,20.69,414.0,2.299999999999997,952.1999999999988
Hyde Lane 100% Mulberry Silk Pillowcase for Hair and Skin | Hypoallergenic Satin Pillowcase Cover Hidden Zippered - 1 Pack (Standard Size 20x26 Grey),https://www.cashbackbase.com/offer/Pure-Silk-Pillowcase-Hair-Skin/10086,22.99,20.69,414.0,2.299999999999997,952.1999999999988
"Decorative Peach Shower Curtain Waterproof Polyester Fabric, Home Bathroom Decor Hanging Curtain with Hooks 72 by 72 Inch, Hotel Quality, Machine Washable",https://www.cashbackbase.com/offer/Decorative-Waterproof-Polyester-Bathroom-Washable/9690,18.99,15.99,320.0,2.9999999999999982,959.9999999999994
Homegician BBQ Cleaning Brush Grill Brush 3 in 1 Stainless Steel BBQ Brush Wire/Spring Bristles with Long Handle Grill Accessories,https://www.cashbackbase.com/offer/Homegician-Cleaning-Stainless-Bristles-Accessories/5431,10.99,9.99,999.0,1.0,999.0
2Pack Stainless Steel Bathtub Drain Hair Stopper Shower hair catcher Drain cover 4.5inch Large size Suit for Bathroom Bathtub and Kitchen Easy Clean（Brown+Brown),https://www.cashbackbase.com/offer/Stainless-Bathtub-Stopper-Bathroom-Clean%EF%BC%88Brown/8712,10.99,9.99,999.0,1.0,999.0
"Pillow Cases King [2-Pack, Navy] - Hotel Luxury Pillow Case - Extra Soft 1800 Double Brushed Microfiber Pillow Covers, Wrinkle, Fade, Stain Resistant",https://www.cashbackbase.com/offer/Fresh-Linen-Pillow-Cases-2-Pack/3696,10.99,9.99,999.0,1.0,999.0
2Pack Stainless Steel Bathtub Drain Hair Stopper Shower hair catcher Drain cover 4.5inch Large size Suit for Bathroom Bathtub and Kitchen Easy Clean（Black+Black),https://www.cashbackbase.com/offer/Stainless-Bathtub-Stopper-Bathroom-Clean%EF%BC%88Black/8713,10.99,9.99,999.0,1.0,999.0
VIVOSUN VIVOSUN 3 Pcs Cotton Rope Plant Hanger Indoor Outdoor Hanging Planter Flower Pot Holder for Decoration,https://www.cashbackbase.com/offer/VIVOSUN-Outdoor-Hanging-Planter-Decoration/8950,14.99,9.99,200.0,5.0,1000.0
"HITSLAM Matte Black Toilet Paper Holder Adhesive, 3M Toilet Paper Holder with Shelf, 3M Adhesive No Drill or Wall-Mounted with Screws for Bathroom & Kitchen",https://www.cashbackbase.com/offer/HITSLAM-Adhesive-Wall-Mounted-Bathroom-Kitchen/8353,17.99,14.39,288.0,3.599999999999998,1036.7999999999993
"Coxeer Bubble Wands Set, 28PCS Colorful Bubble Wand Toy Set Multihole Bubble Toys Bubble Making Wand for Kids Outdoor Playtime & Birthday Party & Game Toy Nice(Random Color 1)",https://www.cashbackbase.com/offer/Coxeer-Colorful-Multihole-Playtime-Birthday/9604,11.75,10.75,1075.0,1.0,1075.0
"40x63"" Size, ANY COLOR - Modern Farmhouse Curtains for Living Room | Rustic Home Kitchen Decor | Grasscloth Faux Linen | Room Darkening Grommet Top Window Treatments | Ivory 40x63-2 Pieces",https://www.cashbackbase.com/offer/Hyde-Lane-Farmhouse-Grasscloth-Treatments/8783,24.99,22.49,450.0,2.5,1125.0
2Pcs Gas Struts 20 Inch 40 lbs Prop Lift Springs Rod Heavy Duty Tool Box Lid Top RV Pair,https://www.cashbackbase.com/offer/2Pcs-Struts-Inch-Springs-Heavy/4826,24.99,22.49,450.0,2.5,1125.0
2Pcs Gas Struts 20 Inch 20 lbs Prop Lift Springs Rod Heavy Duty Tool Box Lid Top RV Pair,https://www.cashbackbase.com/offer/2Pcs-Struts-Inch-Springs-Heavy/4825,24.99,22.49,450.0,2.5,1125.0
"Mangotek 3.3ft USB C to Lightning Cable with 18W USB C Charger, [Apple MFi Certified] PD Power Delivery Fast Charging Lightning Cable and Charger Set for iPhone 11/11 Pro/11 Pro Max/X/XS/XR/8/8 Plus",https://www.cashbackbase.com/offer/Mangotek-Lightning-Certified-Delivery-Charging/9845,25.18,22.66,453.0,2.5199999999999996,1141.5599999999997
"Fabric Scissors, Heavy Duty 8 inch Sewing Scissors for Leather Tailor,Tailoring Shears for Home Office Craft",https://www.cashbackbase.com/offer/Fabric-Scissors-Sewing-Leather-Tailoring/7306,12.99,11.99,1199.0,1.0,1199.0
"DaoKent Reflective Vest Running Belt Gear for Men, Adjustable Safety Vest Outdoor Reflective Belt High Visibility Vest for Night Cycling Walking Jogging Motorcycle Dog Walking",https://www.cashbackbase.com/offer/daokent-reflective-vest-running-belt-gear-for-men-adjustable-safety-vest-outdoor-reflective-belt-high-visibility-vest-for-night-cycling-walking-jogging-motorcycle-dog-walking/6571,7.99,5.98,598.0,2.01,1201.9799999999998
Hyde Lane 100% Mulberry Silk Pillowcase for Hair and Skin | Antibacterial Satin Pillowcase Cover Hidden Zippered - 1 Pack (Queen Size 20x30 Natural White),https://www.cashbackbase.com/offer/100-Organic-Mulberry-Silk-Pillowcase/10087,25.99,23.39,468.0,2.599999999999998,1216.799999999999
"Deformable LED Garage Light,E26 60W LED Garage Lights,Golspark 6000K Daylight Super Bright Light，6000LM Garage Ceiling Lights 3 Adjustable Panels，Led Light for Garage,Warehouse,Barn(No Sensor）",https://www.cashbackbase.com/offer/Deformable-Golspark-Light%EF%BC%8C6000LM-Adjustable-Panels%EF%BC%8CLed/9984,19.59,15.67,313.0,3.92,1226.96
18X24 Inch Square Eco Clear Plastic Table Protector Thick Wipeable PVC Tablecloth Cover Mat Pad Transparent Vinyl Tablecloth Screen Protector Waterproof Hard for Kitchen Table Liner Marble Countertop,https://www.cashbackbase.com/offer/Protector-Tablecloth-Transparent-Waterproof-Countertop/5901,18.99,14.81,296.0,4.179999999999998,1237.2799999999993
"MERLINAE 5 Pack Bowknot Microfiber Hair Drying Towels,Fast Coral Velvet Drying Long Hair Turban Wrap,Absorbent Twist Turban Princess Shower Cap for Women and Children",https://www.cashbackbase.com/offer/merlinae-5-pack-bowknot-microfiber-hair-drying-towelsfast-coral-velvet-drying-long-hair-turban-wrapabsorbent-twist-turban-princess-shower-cap-for-women-and-children/7778,15.99,8.0,160.0,7.99,1278.4
Women's Lace Teddy Babydoll Lingerie Chemises Sleepwear Snap Crotch Lingerie Sexy Bodysuit Deep V One Piece,https://www.cashbackbase.com/offer/Babydoll-Lingerie-Chemises-Sleepwear-Bodysuit/9777,13.99,12.99,1299.0,1.0,1299.0
"AGREATLIFE New Improved 14 Sheets No Stress, No Mess Puzzle Saver - Puzzle Glue Sheets : Permanent Puzzle Conserver of Up to 2000-piece Work of Art",https://www.cashbackbase.com/offer/aGreatLife-Improved-Stress-Puzzle-Saver/7935,13.99,12.99,1299.0,1.0,1299.0
"Queen Size Waterproof Mattress Protector Pad  Bed Mattress Cover for Moving 100% Breathable Cooling Cotton Terry, Deep Pocket Fits 4""-21"", Stain Release 3M Scotchgard",https://www.cashbackbase.com/offer/MP2-Waterproof-Mattress-Protector-Scotchgard/8817,26.99,24.29,486.0,2.6999999999999993,1312.1999999999996
Nexus Labs Detox with Milk Thistle Extracts – Fast Removal of Toxins and Impurities from Urinary Tract Kidneys and Liver in 7 to 10 Days (60 Veggie Capsules),https://www.cashbackbase.com/offer/Nexus-Labs-Detox-Thistle-Extracts/8612,27.99,27.0,1350.0,0.9899999999999984,1336.499999999998
"ALPHA Male Enlargment Pills For Men| Natural Testosterone Booster For Men| Stamina Fuel For Men| Male Enhancment Pills For Men Increase Size, Strength, Stamina, Energy| 90 Capsules Performance Booster",https://www.cashbackbase.com/offer/Enlargment-Testosterone-Enhancment-Increase-Performance/9726,17.9,12.53,251.0,5.369999999999999,1347.87
4 Pack Re-Usable Fashion Masks,https://www.cashbackbase.com/offer/4-pack-re-usable-fashion-masks/9066,17.95,12.56,251.0,5.389999999999999,1352.8899999999996
biukpci Mini Hand Free Personal Fan USB Rechargeable Desk Fan with 2500mAh Battery Capacity 3 Adjustable Speed Headphone Design Wearable Neckband Fan for Travel Office Room Outdoor Household - Black,https://www.cashbackbase.com/offer/biukpci-Rechargeable-Adjustable-Headphone-Household/9800,17.99,12.59,252.0,5.399999999999999,1360.7999999999997
"Apple MFi Certified USB C to Lightning Cable Made for iPhone X/XS/XR/XS Max / 8/8 Plus, Supports Power Delivery (for Use with Type C Chargers) 4FT (Silver)",https://www.cashbackbase.com/offer/Certified-Lightning-Supports-Delivery-Chargers/4451,8.9,6.9,690.0,2.0,1380.0
"Apple MFi Certified USB C to Lightning Cable Made for iPhone X/XS/XR/XS Max / 8/8 Plus, Supports Power Delivery (for Use with Type C Chargers) 4FT (Silver)",https://www.cashbackbase.com/offer/Certified-Lightning-Supports-Delivery-Chargers/4420,8.9,6.9,690.0,2.0,1380.0
"Ramen pot, fast Korean noodle cooker, 3 minute boiler for soup pasta egg, easy light cookware with lid",https://www.cashbackbase.com/offer/noodle-cooker-minute-cooling-serving/8386,14.95,13.95,1395.0,1.0,1395.0
"Zig-Zag - Original White- 6 booklets & Large White Rolling Tray (13.4"" x 10.8"") Bundle",https://www.cashbackbase.com/offer/Zig-Zag-Original-White-booklets-Rolling/10392,19.99,15.0,300.0,4.989999999999998,1496.9999999999995
"Apple MFi Certified USB C to Lightning Cable Made for iPhone X/XS/XR/XS Max / 8/8 Plus, Supports Power Delivery (for Use with Type C Chargers) 4FT (Silver)",https://www.cashbackbase.com/offer/Certified-Lightning-Supports-Delivery-Chargers/9750,8.9,6.58,658.0,2.3200000000000003,1526.5600000000002
"Motion18 Tire Spoon Lever Motorcycle Changing Tools Iron Kit, 14.5 inch Bike Tires Repair Set Changer Removal Tool 3 PCS Spoons Valve with 6 Valve Cores Set and 2 Rim Protectors",https://www.cashbackbase.com/offer/motion18-tire-spoon-lever-motorcycle-changing-tools-iron-kit-145-inch-bike-tires-repair-set-changer-removal-tool-3-pcs-spoons-valve-with-6-valve-cores-set-and-2-rim-protectors/4823,21.99,17.49,350.0,4.5,1575.0
"Miniseas Band Compatible with Apple Watch Band 38mm 42mm Stainless Steel Wristband Metal Buckle Clasp Strap Replacement Bracelet for iWatch Series 5/4/3/2/1 40mm 44mm (Sliver Black, 42MM-44MM)",https://www.cashbackbase.com/offer/Miniseas-Compatible-Stainless-Wristband-Replacement/5774,17.99,8.0,160.0,9.989999999999998,1598.3999999999996
Hyde Lane Modern Farmhouse Window Curtains for Living Room | Rustic Home Kitchen Decor | Grasscloth Faux Linen | Room Darkening Grommet Top Windows Treatments | White 40x84 Inches - 2 Pieces,https://www.cashbackbase.com/offer/Hyde-Lane-Farmhouse-Grasscloth-Treatments/8784,29.99,26.99,540.0,3.0,1620.0
"Youngfocus Cosmetics Cream Contour Best 8 Colors Contouring Foundation - Highlighting Makeup Kit/Concealer Palette - Vegan, Cruelty Free and Hypoallergenic - Instruction Manual",https://www.cashbackbase.com/offer/Youngfocus-Cosmetics-Contour-Contouring-Foundation/7015,19.99,14.24,285.0,5.749999999999998,1638.7499999999995
"Houseables Shower Niche, Cubby For Tile, 13” x 21”, Installation Size: 14” x 22”, Arched, Niches, Tiles Ready, Install Accessories, Insert, Bathroom, Wall Unit, Restroom Décor, Bathtub Organizer",https://www.cashbackbase.com/offer/houseables-shower-niche-cubby-for-tile-13-x-21-installation-size-14-x-22-arched-niches-tiles-ready-install-accessories-insert-bathroom-wall-unit-restroom-decor-bathtub-organizer/7356,45.96,44.96,1798.0,1.0,1798.0
"Sonic Facial Cleansing Brush, Pretty in pink - Silicone Electric Face Brush with 3 Function Modes, Waterproof, USB Rechargeable for All Skin Types, Gentle Exfoliating, Deep Cleansing, Massaging (pink)",https://www.cashbackbase.com/offer/sonic-facial-cleansing-brush-pretty-in-pink-silicone-electric-face-brush-with-3-function-modes-waterproof-usb-rechargeable-for-all-skin-types-gentle-exfoliating-deep-cleansing-massaging-pink/8916,25.0,20.5,410.0,4.5,1845.0
Weight Scale Healthkeep Bathroom Scale Smart Bluetooth BMI Digital Scales for Body Weight Body Composition Analyzer,https://www.cashbackbase.com/offer/Healthkeep-Bathroom-Bluetooth-Composition-Analyzer/9803,19.99,12.0,240.0,7.989999999999998,1917.5999999999997
EMAY Children Fingertip Oxygen Monitor (Not for Newborn/Infant) | Blood Oxygen Saturation Monitor with Heart Rate Tracking for Kids,https://www.cashbackbase.com/offer/Children-Fingertip-Monitor-Saturation-RateTracking/9647,29.95,29.0,2030.0,0.9499999999999993,1928.4999999999986
"40x95 Inches, ANY COLOR Modern Farmhouse Curtains for Living Room | Rustic Home Kitchen Decor | Grasscloth Faux Linen | Room Darkening Grommet Top Window Treatments | White 40x95 Inches - 2 Pieces",https://www.cashbackbase.com/offer/Hyde-Lane-Farmhouse-Grasscloth-Treatments/8785,32.99,29.69,594.0,3.3000000000000007,1960.2000000000005
"Standard Size, 1 Pack, Pick ANY COLOR - 100% Pure White Silk Pillowcase for Hair and Skin | Premium Mulberry 25 Momme Organic Worm Silk Pillow Case, Hypoallergenic Antibacterial with Hidden Zipper - 1 Pack",https://www.cashbackbase.com/offer/Silk-Pillowcase-Hair-Skin-Resistant/8816,32.99,29.69,594.0,3.3000000000000007,1960.2000000000005
"Metallic Marker Pens, XSG Set of 10 Colors Paint Markers for black paper,Rock Painting, Card Making,DIY Photo Album, Scrapbook Crafts, Metal, Wood, Ceramic, Glass (Medium tip)",https://www.cashbackbase.com/offer/Metallic-XSG-Markers-Painting-Scrapbook/10364,9.99,6.99,699.0,3.0,2097.0
"3 inch Swivel Caster Wheels,Heavy Duty Plate Casters with Safety Brake Total Capacity 1000lbs (Pack of 4)",https://www.cashbackbase.com/offer/Swivel-Caster-Casters-Capacity-1000lbs/9049,21.99,20.99,2099.0,1.0,2099.0
50pcs PM2.5 Filters For Face Mask + 50 Nose Bridge Strip ideal for DIY Reusable Washable Cloth Coverings and Masks with Filter Pocket Ship From USA,https://www.cashbackbase.com/offer/Activated-Filters-Reusable-Washable-Coverings/10394,25.99,20.99,420.0,5.0,2100.0
"Houseables Standing Towel Rack, 40” Tall, Stainless Steel, Chrome, for Hand, Face, Bath Towels, Family, Bathroom, Kitchen, Washcloth Holder, w/Swivel Arms, Countertop Valet, Laundry Pedestal, Hanger",https://www.cashbackbase.com/offer/Houseables-STH-SS-3512-Towel-Holder-Stand/8566,25.87,24.99,2499.0,0.8800000000000026,2199.1200000000063
"128GB Type C OTG USB C Flash Drive WANSENDA 2 in 1 USB 3.0/3.1 Thumb Drive for PC/Mac/USB-C Smartphones Samsung Galaxy S8/S8+/S9/S9+/S10, Note7/8/9,A6S/A9S LG G6 V30, Google Pixel XL (Black)",https://www.cashbackbase.com/offer/Flash-Drive-Storage-128GB-Black/7723,27.99,22.99,460.0,5.0,2300.0
"Dragon Touch OD10 Security Camera Outdoor, 1080P HD PTZ Outdoor Camera Wi-Fi for Home Security Surveillance, Floodlight, Night Vision, Motion Detection, 2-Way Audio, Alexa/Google Home, Waterproof",https://www.cashbackbase.com/offer/Dragon-Touch-Surveillance-Floodlight-Waterproof/9325,59.99,57.99,1160.0,2.0,2320.0
VIVOSUN 2 Pcs Cotton Rope Plant Hanger Indoor Outdoor Hanging Planter Flower Pot Holder for Decoration,https://www.cashbackbase.com/offer/VIVOSUN-Outdoor-Hanging-Planter-Decoration/9579,11.99,9.49,949.0,2.5,2372.5
128GB OTG USB Flash Drive Wansenda 2 in 1 Android Photo Stick Micro Port & USB 2.0 Pen Drive with Led Indicator for Android Phone/PC/Tablet/Mac (Purple),https://www.cashbackbase.com/offer/Wansenda-Android-Devices-Tablet-Purple/6670,25.99,20.0,400.0,5.989999999999998,2395.9999999999995
"Reusable Nano Adhesive Tape,Multipurpose Transparent Double Sided No-Trace Removable Glue Tape, Washable Strong Gel Anti-Slip Adhesive Tape,for Wall,Kitchen,Carpet,Tile,Desktop,Photos Fixing (3Meter)",https://www.cashbackbase.com/offer/Reusable-Multipurpose-Transparent-Removable-Anti-Slip/9941,10.99,7.99,799.0,3.0,2397.0
Zig-Zag Paper Cones 1 and 1/4 (24 Packs per Carton),https://www.cashbackbase.com/offer/ZIG-ZAG-Zig-Zag-Paper-Cones/6923,25.0,18.5,370.0,6.5,2405.0
"Premier Dead Sea Moisture Cream for Multi-Use, Luxury collection for face and body, anti-aging face cream, skin care with aloe vera gel, face moisturizer, light, non sticky. 4.2 fl.oz",https://www.cashbackbase.com/offer/Premier-Dead-Sea-Moisture-Multi-Use/8727,29.9,25.0,500.0,4.899999999999999,2449.999999999999
"Fotoconic 11"" / 28cm Articulating Friction Magic Arm & Large Adjustable Super Rod Clamp Pliers Clip with 1/4"" and 3/8"" Thread for DSLR Camera Rig, LCD Monitor, LED Lights, Flash Light",https://www.cashbackbase.com/offer/Fotoconic-Articulating-Friction-Adjustable-Monitor/5591,23.99,16.55,331.0,7.439999999999998,2462.6399999999994
WIN.MAX Dart Board Backboards Dart Backboard EVA Reversible Dart Board Surround Protector Wall Accessories,https://www.cashbackbase.com/offer/WIN-MAX-Dart-Board-Surround/10501,36.99,33.29,666.0,3.700000000000003,2464.200000000002
"Merlinae Jump Rope, Jump Ropes for Fitness,Skipping Rope with Steel Wire for Men Women Kids Boy Girl,Steel Jump Rope Workout with Foam Handles for Fitness Home Exercise Slim Body",https://www.cashbackbase.com/offer/merlinae-jump-rope-jump-ropes-for-fitnessskipping-rope-with-steel-wire-for-men-women-kids-boy-girlsteel-jump-rope-workout-with-foam-handles-for-fitness-home-exercise-slim-body/9865,9.99,5.0,500.0,4.99,2495.0
Chukchi Handheld Electric Mini Heat Gun Kit Hot Air Shrink Gun DIY Electric Nozzle 300W 110V US Plug,https://www.cashbackbase.com/offer/Chukchi-Handheld-Electric-Shrink-Nozzle/6026,13.99,11.89,1189.0,2.0999999999999996,2496.8999999999996
Zig Zag 1 1/4 Size Organic Hemp Rolling Paper (24 Booklet Carton),https://www.cashbackbase.com/offer/Size-Organic-Hemp-Rolling-Paper/6991,22.99,14.18,284.0,8.809999999999999,2502.0399999999995
"OTG USB Flash Drive Wansenda 2 in 1 USB Memory Stick Micro Port & USB 2.0 Pen Drive for Android Devices/PC/Tablet/Mac (128GB, Red)",https://www.cashbackbase.com/offer/Wansenda-Flash-Android-Devices-Tablet/6587,27.99,22.39,448.0,5.599999999999998,2508.7999999999993
"Houseables Maternity Belly Band and Abdominal Binder, Breathable Pregnancy Support Belt, Size Large, Black, Elastic Waist Support, Prenatal Back Brace, Pain Relief Wrap",https://www.cashbackbase.com/offer/Houseables-Maternity-Abdominal-Breathable-Sacroiliac/8199,14.97,12.97,1297.0,2.0,2594.0
"No Touch Door Opener Tool, 4 Pack Handheld EDC Keychain Tool",https://www.cashbackbase.com/offer/no-touch-door-opener-tool-4-pack-handheld-edc-keychain-tool/9981,14.99,12.99,1299.0,2.0,2598.0
"Door Opener Tool, 4 Pack Handheld EDC Keychain Tool",https://www.cashbackbase.com/offer/door-opener-tool-4-pack-handheld-edc-keychain-tool/10318,14.99,12.99,1299.0,2.0,2598.0
"Muslin Bibs,MERLINAE Baby Bandana Drool Bibs 360 Bibs for Boys Girls Newborn Infant for Drooling and Teething,100% Organic Cotton and Super Absorbent Hypoallergenic Pullover Baby Bibs",https://www.cashbackbase.com/offer/muslin-bibsmerlinae-baby-bandana-drool-bibs-360-bibs-for-boys-girls-newborn-infant-for-drooling-and-teething100-organic-cotton-and-super-absorbent-hypoallergenic-pullover-baby-bibs/7781,23.99,14.39,288.0,9.599999999999998,2764.7999999999993
"128GB Type C OTG USB C Flash Drive WANSENDA High Speed USB 3.0/3.1 Thumb Drive for PC/Mac/USB-C Smartphones Samsung Galaxy S8/S8+/S9/S9+/S10, Note7/8/9,A6S/A9S LG G6 V30, Google Pixel XL (Blue)",https://www.cashbackbase.com/offer/WANSENDA-Smartphones-Samsung-Galaxy-Google/9289,26.99,20.0,400.0,6.989999999999998,2795.9999999999995
2Pcs Gas Struts 20 Inch 60 lbs Prop Lift Springs Rod Heavy Duty Tool Box Lid Top RV Pair,https://www.cashbackbase.com/offer/2Pcs-Struts-Inch-Springs-Heavy/4827,26.99,19.99,400.0,7.0,2800.0
Elk Antler Dog Chew,https://www.cashbackbase.com/offer/Deluxe-Naturals-Antlers-Premium-Naturally/8204,12.95,9.95,995.0,3.0,2985.0
"SERENITA 20 Pack Reusable PM2.5 Filter for Balaclavas Face Cover, Bandanas, Rreplacement Accessory White",https://www.cashbackbase.com/offer/SERENITA-Reusable-Balaclavas-Rreplacement-Accessory/9749,12.95,9.95,995.0,3.0,2985.0
"Cotton Baby Bandana Drool Bibs for Boys and Girls,6 Pack Soft Bibs with Snaps",https://www.cashbackbase.com/offer/cotton-baby-bandana-drool-bibs-for-boys-and-girls6-pack-soft-bibs-with-snaps/7780,24.99,14.99,300.0,9.999999999999998,2999.9999999999995
"128GB Type C 3.1 High Speed USB C Flash Drive (Black, Not for iPhone)",https://www.cashbackbase.com/offer/Speed-Flash-Drive-128GB-Black/7722,27.99,20.0,400.0,7.989999999999998,3195.9999999999995
"Freshware Meal Prep Containers [15 Pack] 3 Compartment with Lids, Food Containers, Lunch Box | BPA Free | Stackable | Bento Box, Microwave/Dishwasher/Freezer Safe, Portion Control, 21 day fix (32 oz)",https://www.cashbackbase.com/offer/Freshware-Containers-Compartment-Stackable-Dishwasher/4507,14.18,11.3,1130.0,2.879999999999999,3254.3999999999987
"Naconic Memory Foam Seat Cushion for Office Chair & Wheelchair, Non-Slip Washable Cover, Tailbone, Back, Sciatica Pain Relief [BS5852 Flame Retardant Fabrics for Fire Resistant, 16""x16""x4""]",https://www.cashbackbase.com/offer/Naconic-Wheelchair-Non-Slip-Retardant-Resistant/3997,27.99,19.59,392.0,8.399999999999999,3292.7999999999993
"WANSENDA 3 in 1 OTG USB Flash Drive USB 3.0/3.1 & Type-C & Micro for Samsung Galaxy S3/S4/S5/S6/S7/S8/S8+/S9/S9+/S10, Note2/3/4/5/7/8/9,A6S/A9S LG Q7,LG Stylo3,G4 G5 G6 G7 V20 V30 V40 (128GB, Blue)",https://www.cashbackbase.com/offer/WANSENDA-Type-C-Samsung-Galaxy-Stylo3/6871,33.99,27.99,560.0,6.0000000000000036,3360.000000000002
"Scales for Body Weight Healthkeep Bathroom Scale Smart Wireless Scales Digital Weight and Body Fat, High Precision Measurements Body Composition Analyzer with Smartphone App 396 lbs",https://www.cashbackbase.com/offer/Healthkeep-Precision-Measurements-Composition-Smartphone/9248,25.99,13.59,272.0,12.399999999999999,3372.7999999999997
"Weight Scale Digital for Body Fat, Bathroom Scales Bluetooth Smart Scale BMI Body Composition Monitor, Samsung, IOS, Andriod System, 396 lbs in 0.2 lb increments, 2 x AAA batteries included",https://www.cashbackbase.com/offer/Bluetooth-Healthkeep-Wireless-Composition-Smartphone/8729,25.99,13.25,265.0,12.739999999999998,3376.0999999999995
